,Haltestelle,latitude,longitude,index
2651,Fruchtallee (Hamburg-Haus),9.957004,53.571363,0.0
2652,Fruteweg,9.751435,53.571385,0.125
2653,Fuchsbergredder,10.118499,53.560571,0.125
2654,Fuchsbergweg,10.132508,53.562389,0.0
2655,"Fuhlendorf, Dorfstraße",9.883041,53.943571,0.0
2656,"Fuhlendorf, Im Winkel",9.894805,53.946026,0.0
2657,"Fuhlenhagen, Feuerwehr",10.531036,53.569882,0.0
2658,"Fuhlenhagen, Mühlenrader Weg",10.526505,53.574838,0.0
2659,Fuhlenpott,10.363744,53.874064,0.0
2660,Fuhlenrüe,10.025423,53.910066,0.0
2661,Fuhlsbüttel,10.026974,53.63244,0.0
2662,Fuhlsbüttel Nord,10.016785,53.639356,0.125
2663,Fuhlsbütteler Weg,9.954817,53.622309,0.0
2664,Fünfhausen,10.130865,53.444765,0.0
2665,Fünfhausen (Durchdeich),10.127588,53.444356,0.0
2666,Fünfhausener Hauptdeich,10.045082,53.466456,0.0
2667,Fünfhausener Straße,10.049665,53.46302,0.0
2668,Fünfhausener Straße (Süd),10.034209,53.445992,0.0
2669,Furchenacker,9.897121,53.616978,0.0
2670,Furtweg,9.899212,53.605893,0.0
2671,Gammer Weg (Süd),10.273437,53.426948,0.0
2672,Gammer Weg 146,10.278141,53.44132,0.0
2673,Gänsemarkt (Oper),9.986043,53.555609,0.0
2674,"Garbek, Eckrade",10.408688,54.013598,0.0
2675,"Garbek, Mühlenberg",10.413567,54.005409,0.0
2676,"Garbek, Segeberger Straße",10.416568,53.999021,0.0
2677,"Garbek, Sophienberg",10.43016,54.003568,0.0
2678,Garleff-Bindt-Weg,10.077883,53.665957,0.125
2679,"Garlstorf bei Bleckede, Dorfstraße 36",10.676855,53.350045,0.0
2680,"Garlstorf bei Bleckede, Dorfstraße 68",10.669944,53.351121,0.0
2681,"Garlstorf bei Bleckede, Neu Brackede",10.693074,53.348495,0.0
2682,"Garlstorf bei Bleckede, Schmiede",10.66009,53.349938,0.0
2683,"Garlstorf, Egestorfer Landstraße",10.099896,53.236242,0.0
2684,"Garlstorf, Im Dorfe",10.101135,53.237246,0.0
2685,"Garlstorf, Lüneburger Landstraße",10.10375,53.23644,0.0
2686,"Garlstorf, Winsener Landstraße",10.10217,53.23845,0.0
2687,Garstedt,9.986049,53.685447,0.0
2688,"Garstedt, Achternfelde",9.979061,53.68306,0.0
2689,"Garstedt, Alte Dorfstraße",9.968538,53.677629,0.0
2690,"Garstedt, An'n Slagboom",9.988593,53.660303,0.0
2691,"Garstedt, ARRIBA-Bad",9.997183,53.688365,0.0
2692,"Garstedt, Aspelohe",9.979432,53.669687,0.0
2693,"Garstedt, Aurikelstieg",9.98931,53.690245,0.0
2694,"Garstedt, Bornbarch",9.988035,53.663623,0.0
2695,"Garstedt, Breslauer Straße",9.998085,53.684296,0.0
2696,"Garstedt, Buchenweg (Ost)",9.994391,53.69899,0.0
2697,"Garstedt, Buckhorn",9.977097,53.692376,0.0
2698,"Garstedt, Buschweg",9.981057,53.693404,0.0
2699,"Garstedt, Europaallee",9.987662,53.681273,0.0
2700,"Garstedt, Fabersweg",9.987632,53.665792,0.0
2701,"Garstedt, Fehmarnstraße",9.980552,53.708772,0.0
2702,"Garstedt, Forstweg",9.994059,53.695183,0.0
2703,"Garstedt, Friedhof",9.974604,53.67749,0.0
2704,"Garstedt, Friedrich-Ebert-Straße",9.974534,53.683007,0.0
2705,"Garstedt, Friedrichsgaber Weg (Mitte)",9.98455,53.708129,0.0
2706,"Garstedt, Gewerbe im Park",9.980588,53.666048,0.0
2707,"Garstedt, Görlitzer Weg",9.994924,53.681797,0.0
2708,"Garstedt, Gutenbergring 1",9.976039,53.662976,0.0
2709,"Garstedt, Gutenbergring 15",9.978329,53.663883,0.0
2710,"Garstedt, Gutenbergring 26",9.984091,53.660574,0.0
2711,"Garstedt, Hainholz",9.985699,53.715155,0.0
2712,"Garstedt, Hallig-Hooge-Stieg",9.980304,53.711802,0.0
2713,"Garstedt, Harthagen",9.976657,53.698858,0.0
2714,"Garstedt, Helgolandstraße",9.976291,53.705276,0.0
2715,"Garstedt, Hermann-Löns-Weg",9.976445,53.679883,0.0
2716,"Garstedt, Heuberg",9.968488,53.672804,0.0
2717,"Garstedt, In de Tarpen",9.989425,53.666748,0.0
2718,"Garstedt, Kohfurth",9.984047,53.689147,0.0
2719,"Garstedt, Kornhoop",9.964747,53.683895,0.0
2720,"Garstedt (LK Harburg), Bahnhof",10.146628,53.292871,0.0
2721,"Garstedt (LK Harburg), Brandweg",10.158701,53.28677,0.0
2722,"Garstedt (LK Harburg), Gewerbegebiet",10.133115,53.284356,0.0
2723,"Garstedt (LK Harburg), Grundschule",10.143962,53.294685,0.0
2724,"Garstedt (LK Harburg), Hauptstraße",10.162303,53.281927,0.0
2725,"Garstedt (LK Harburg), Lehmberg-Ost",10.151887,53.289334,0.0
2726,"Garstedt (LK Harburg), Vierhöfener Straße",10.164605,53.284412,0.0
2727,"Garstedt, Marommer Straße (Ost)",9.995889,53.691269,0.0
2728,"Garstedt, Meyertwiete",9.970031,53.68131,0.0
2729,"Garstedt, Möhlenbarg",9.974609,53.679664,0.0
2730,"Garstedt, Niendorfer Straße (Mitte)",9.97384,53.665375,0.0
2731,"Garstedt, Nordport (Süd)",9.980716,53.6592,0.0
2732,"Garstedt, Nordportbogen (Ost)",9.977352,53.660261,0.0
2733,"Garstedt, Nordportbogen (West)",9.971295,53.660633,0.0
2734,"Garstedt, OBI-Markt Norderstedt",9.971488,53.667703,0.0
2735,"Garstedt, Ohlenhoff",9.964086,53.673523,0.0
2736,"Garstedt, Plambeckhof",9.973065,53.675067,0.0
2737,"Garstedt, Rantzauer Forstweg (Museen)",9.976232,53.702078,0.0
2738,"Garstedt, Rugenbarg (Mitte)",9.986871,53.670776,0.0
2739,"Garstedt, Schierkamp",9.952529,53.687102,0.0
2740,"Garstedt, Schillerstraße",9.984177,53.67981,0.0
2741,"Garstedt, Stettiner Straße",9.9795,53.690236,0.0
2742,"Garstedt, Südportal",9.984813,53.653892,0.0
2743,"Garstedt, Tarpenbekstraße",9.987774,53.674417,0.0
2744,"Garstedt, Ulzburger Straße 186",9.994464,53.702746,0.0
2745,"Garstedt, Zwijndrechtring",9.986122,53.711872,0.0
2746,Gartenfreunde Francoper Straße,9.867998,53.487212,0.0
2747,Gartenholz,10.251822,53.688686,0.0
2748,Gärtnerstraße,9.969533,53.584155,0.0
2749,"Garze, Große Straße 29",10.69547,53.307096,0.0
2750,"Garze, Große Straße 3",10.705388,53.30185,0.0
2751,"Garze, Große Straße 71",10.684615,53.308796,0.0
2752,Gätgensstraße,9.821676,53.559808,0.0
2753,Gauensiekermoor 6,9.371597,53.671196,0.0
2754,Gauert,10.088427,53.463814,0.0
2755,Gauerter Hauptdeich 35,10.06676,53.463228,0.0
2756,Gauerter Hauptdeich 77,10.069983,53.460269,0.125
2757,Gaußstraße,9.928205,53.558408,0.125
2758,Geestenseth,8.858517,53.506681,0.0
2759,"Geesthacht, Alfred-Nobel-Schule",10.366659,53.436943,0.0
2760,"Geesthacht, Alte Glasfabrik",10.382477,53.426796,0.0
2761,"Geesthacht, Am Haferberg",10.390598,53.437763,0.0
2762,"Geesthacht, Am Hang",10.395827,53.437037,0.0
2763,"Geesthacht, Am Ilensoll",10.383202,53.442621,0.0
2764,"Geesthacht, Am Moor",10.357833,53.440468,0.0
2765,"Geesthacht, Am Schleusenkanal",10.322744,53.435838,0.0
2766,"Geesthacht, Am Ziegenkrug",10.386442,53.436302,0.0
2767,"Geesthacht, An der Post",10.368239,53.43741,0.0
2768,"Geesthacht, Angerweg",10.371214,53.448447,0.0
2769,"Geesthacht, Barmbeker Ring",10.393524,53.440263,0.0
2770,"Geesthacht, Baustraße",10.362723,53.431507,0.0
2771,"Geesthacht, Bergstraße",10.361209,53.447196,0.0
2772,"Geesthacht, Berliner Straße",10.385326,53.435749,0.0
2773,"Geesthacht, Berner Weg",10.401129,53.441306,0.0
2774,"Geesthacht, Besenhorst",10.349391,53.454743,0.0
2775,"Geesthacht, Birkenweg",10.369467,53.451244,0.0
2776,"Geesthacht, Borgfelder Stieg",10.3969,53.439037,0.0
2777,"Geesthacht, Breiter Berg",10.380436,53.427889,0.0
2778,"Geesthacht, Breslauer Weg",10.366733,53.440645,0.0
2779,"Geesthacht, Charlottenburger Straße",10.342857,53.439954,0.0
2780,"Geesthacht, Düneberger Straße",10.363568,53.442846,0.0
2781,"Geesthacht, Eichweg",10.373313,53.447255,0.0
2782,"Geesthacht, Elbinsel",10.335404,53.430225,0.0
2783,"Geesthacht, Fahrendorfer Weg",10.363047,53.456178,0.0
2784,"Geesthacht, Fährstraße",10.379754,53.432381,0.0
2785,"Geesthacht, Finkenweg (Nord)",10.380351,53.452646,0.0
2786,"Geesthacht, Finkenweg (Süd)",10.378776,53.444469,0.0
2787,"Geesthacht, Freibad",10.373257,53.428268,0.0
2788,"Geesthacht, Frohnauer Straße",10.345314,53.434337,0.0
2789,"Geesthacht, Grüner Jäger",10.414657,53.424505,0.0
2790,"Geesthacht, Gutenbergstraße",10.368425,53.455335,0.0
2791,"Geesthacht, Hafenbrücke",10.369098,53.429942,0.0
2792,"Geesthacht, Hansastraße",10.40403,53.44439,0.0
2793,"Geesthacht, Hanseatenweg",10.397436,53.441592,0.0
2794,"Geesthacht, Heinrichshofweg",10.379602,53.446733,0.0
2795,"Geesthacht, Helmholtz-Zentr. (Bibliothek)",10.424303,53.406589,0.0
2796,"Geesthacht, Helmholtz-Zentr. (Kehre)",10.426873,53.403404,0.0
2797,"Geesthacht, Helmholtz-Zentr. (Nobel-Pavillon)",10.42227,53.407835,0.0
2798,"Geesthacht, Helmholtz-Zentrum (Eingang)",10.422905,53.411557,0.0
2799,"Geesthacht, Hermsdorfer Straße",10.342142,53.434939,0.0
2800,"Geesthacht, Heuweg",10.338125,53.436395,0.0
2801,"Geesthacht, Hohenkamp",10.375146,53.446245,0.0
2802,"Geesthacht, Ilenweg",10.385358,53.440906,0.0
2803,"Geesthacht, Jugendherberge",10.39034,53.431692,0.0
2804,"Geesthacht, Keil",10.371531,53.442432,0.0
2805,"Geesthacht, Kirschenweg",10.349285,53.441912,0.0
2806,"Geesthacht, Lauenburger Straße",10.385533,53.435638,0.0
2807,"Geesthacht, Markt",10.373397,53.430288,0.0
2808,"Geesthacht, Mercatorstraße (Ost)",10.361328,53.457052,0.0
2809,"Geesthacht, Mercatorstraße (Stadtwerke)",10.353143,53.459104,0.0
2810,"Geesthacht, Mercatorstraße (Süd)",10.355578,53.456605,0.0
2811,"Geesthacht, Norderstraße",10.371744,53.433156,0.0
2812,"Geesthacht, Oberstadt",10.402989,53.444313,0.0
2813,"Geesthacht, Otto-Hahn-Gymnasium",10.362864,53.439179,0.0
2814,"Geesthacht, Pastor-Natus-Ring",10.387338,53.443004,0.0
2815,"Geesthacht, Pumpspeicherwerk",10.393878,53.41934,0.0
2816,"Geesthacht, Querweg",10.380498,53.449742,0.0
2817,"Geesthacht, Schäferstrift",10.358065,53.451041,0.0
2818,"Geesthacht, Schiffbauerweg",10.378674,53.425986,0.0
2819,"Geesthacht, Schleuse",10.339863,53.432808,0.0
2820,"Geesthacht, Schulzentrum",10.382279,53.442928,0.0
2821,"Geesthacht, Spandauer Straße",10.351173,53.434532,0.0
2822,"Geesthacht, St. Petri Kirche",10.393122,53.437159,0.0
2823,"Geesthacht, Tannenweg",10.370985,53.452556,0.0
2824,"Geesthacht, Uhrbrookring",10.392693,53.442915,0.0
2825,"Geesthacht, Vierlander Straße",10.326875,53.435137,0.0
2826,"Geesthacht, Vierlander Straße (Kehre)",10.329344,53.43661,0.0
2827,"Geesthacht, Waldfriedhof",10.39748,53.429173,0.0
2828,"Geesthacht, Waldstraße",10.365743,53.440755,0.0
2829,"Geesthacht, Wandsbeker Ring",10.394964,53.439186,0.0
2830,"Geesthacht, Wärderstraße",10.35468,53.433135,0.0
2831,"Geesthacht, Worther Weg",10.389198,53.43866,0.0
2832,"Geesthacht, ZOB",10.373554,53.436082,0.0
2833,"Geesthacht, Zöllnersweg (Mitte)",10.375512,53.452423,0.0
2834,Geesthachter Weg,10.171246,53.588433,0.0
2835,"Gehlensiel, Brunsholt",9.539642,53.773029,0.0
2836,"Gehrden, Geestwiesenweg",10.154562,53.368977,0.0
2837,"Gehrden, Saatgehrden",10.169876,53.36695,0.0
2838,Gellersenweg,9.94758,53.455014,0.0
2839,Genslerstraße,10.038189,53.592933,0.375
2840,Georg-Blume-Straße,10.102132,53.562008,0.0
2841,Georg-Heyken-Straße,9.900234,53.482732,0.125
2842,Georgswerder Damm,10.026337,53.526463,0.0
2843,Georgswerder Damm (Süd),10.025721,53.524653,0.0
2844,Geranienweg,9.866065,53.578553,0.0
2845,Gerda-Gmelin-Platz,10.014306,53.539801,0.125
2846,Gerhart-Hauptmann-Platz,9.998428,53.550749,0.0
2847,Gerichtstraße,9.943251,53.55573,0.0
2848,Gersonweg,10.182601,53.47477,0.0
2849,Gerstenwiese,10.160408,53.618371,0.0
2850,Gertigstraße,10.011957,53.581064,0.0
2851,Gertrud-Seele-Kehre,10.173312,53.480596,0.125
2852,"Geschendorf, Im Winkel (Ost)",10.45088,53.92221,0.0
2853,"Geschendorf, Lindenstraße",10.443215,53.921987,0.0
2854,"Geschendorf, Schottenkrog (West)",10.458022,53.921422,0.0
2855,"Geschendorf, Wohldredder",10.437698,53.921362,0.0
2856,Geutensweg,9.839833,53.472336,0.0
2857,"Geversdorf, Itzwörden",9.084668,53.802391,0.0
2858,"Geversdorf, Vor den Höfen",9.79295,53.17728,0.0
2859,Gewerbegebiet Moorfleet,10.090669,53.504822,0.125
2860,Gewerbegebiet Obergeorgswerder,10.048057,53.50895,0.0
2861,Gewerbepark Merkur,10.188591,53.607518,0.0
2862,Gewerbepark Merkur (Süd),10.188228,53.603227,0.0
2863,Gewerbepark Victoria,,,0.0
2864,"Gienau, Am Steckelberg",10.671135,53.163735,0.0
2865,"Gienau, Wiebecker Straße",10.664436,53.164512,0.0
2866,Giesensdorf,10.710314,53.688207,0.0
2867,Gilcherweg,10.113463,53.642251,0.0
2868,Ginsterstieg,9.75755,53.573171,0.0
2869,Gladowstraße,10.075106,53.579425,0.0
2870,"Glasau, Grenzweg",10.507528,54.065339,0.0
2871,"Glasau, Nesselteich",10.531413,54.045683,0.0
2872,"Glasau, Neuland",10.546536,54.036028,0.0
2873,"Glasau, Ort",10.520234,54.059815,0.0
2874,"Glasau, Scheidekate bei Barghorst",10.554622,54.031009,0.0
2875,"Glashütte, Am Böhmerwald",10.024822,53.685813,0.0
2876,"Glashütte, Arlaustieg",,,0.0
2877,Glashütte bei Heidmühlen,10.14139,53.949407,0.0
2878,"Glashütte, Böttgerstraße",10.032719,53.683148,0.0
2879,"Glashütte, Eiderstraße",,,0.0
2880,"Glashütte, Friedhof",10.046502,53.681115,0.0
2881,"Glashütte, Glashütter Damm",10.028186,53.693413,0.0
2882,"Glashütte, Glashütter Kirchenweg",10.041548,53.690718,0.0
2883,"Glashütte, Glasmoorstraße",10.027781,53.704117,0.0
2884,"Glashütte, Hans-Böckler-Ring",10.051652,53.692184,0.0
2885,"Glashütte, Hans-Salb-Straße",10.034106,53.684799,0.0
2886,"Glashütte, Hofweg",10.050054,53.697347,0.0
2887,"Glashütte, Immenhorst",,,0.0
2888,"Glashütte, Jägerlauf",,,0.0
2889,"Glashütte, Kreuzweg",,,0.0
2890,"Glashütte, Lindenweg",10.028088,53.697448,0.0
2891,"Glashütte, Markt (Ersatz)",10.034608,53.685513,0.0
2892,"Glashütte, Robert-Koch-Straße (Mitte)",10.050914,53.685686,0.0
2893,"Glashütte, Robert-Koch-Straße (Nord)",10.051232,53.689322,0.0
2894,"Glashütte, Robert-Koch-Straße (West)",10.045838,53.68608,0.0
2895,"Glashütte, Siegfriedstraße",10.06002,53.703477,0.0
2896,"Glashütte, ZOB",10.037501,53.688669,0.0
2897,Glashütter Landstraße,10.041547,53.647742,0.125
2898,Glatzer Straße,10.144581,53.579688,0.125
2899,Gleiwitzer Bogen,10.141088,53.570541,0.0
2900,"Glinde, Am Sportplatz",10.217163,53.543505,0.0
2901,"Glinde, An der alten Wache",10.217834,53.543229,0.0
2902,"Glinde, Berliner Straße",10.232834,53.546993,0.0
2903,"Glinde, Breiter Kamp",10.227687,53.539632,0.0
2904,"Glinde, Buchenweg",10.219283,53.534848,0.0
2905,"Glinde, Bünebüttler Weg",10.231018,53.541611,0.0
2906,"Glinde, Friedhof",10.204379,53.546977,0.0
2907,"Glinde, Gerhart-Hauptmann-Weg",10.204327,53.545154,0.0
2908,"Glinde, Gutenbergstraße",10.227852,53.522908,0.0
2909,"Glinde, Havighorster Weg",10.20247,53.540329,0.0
2910,"Glinde, Kupfermühlenweg",10.204622,53.551306,0.0
2911,"Glinde, Markt",10.211379,53.540122,0.0
2912,"Glinde, Mühlenstraße",10.213459,53.54268,0.0
2913,"Glinde, Olande",10.224607,53.544777,0.0
2914,"Glinde, Quellental",10.197225,53.540499,0.0
2915,"Glinde, Rotdornweg",10.225125,53.53345,0.0
2916,"Glinde, Sandweg",10.207208,53.54038,0.0
2917,"Glinde, Schulzentrum",10.221828,53.540995,0.0
2918,"Glinde, Weißdornweg",10.227214,53.535791,0.0
2919,"Glinde, Wilhelm-Bergner-Straße (Mitte)",10.224067,53.530235,0.0
2920,"Glinde, Wilhelm-Bergner-Straße (Süd)",10.22363,53.528154,0.0
2921,Glockenhausbrücke,10.123751,53.517319,0.0
2922,Glückstadt,9.428313,53.788614,0.0
2923,"Glückstadt, Admiralsweg",9.419379,53.804876,0.0
2924,"Glückstadt, Am Markt",9.423519,53.78788,0.0
2925,"Glückstadt, Amselweg",9.432127,53.783986,0.0
2926,"Glückstadt, Anckenstraße",9.432976,53.788376,0.0
2927,"Glückstadt, Bauernpriel",9.411158,53.802317,0.0
2928,"Glückstadt, Bgm.-Schinkel-Straße",9.414736,53.792781,0.0
2929,"Glückstadt, Bohnstraße",9.420789,53.789525,0.0
2930,"Glückstadt, Breslauer Straße",9.423265,53.803353,0.0
2931,"Glückstadt, Bürgerschule",9.421319,53.792461,0.0
2932,"Glückstadt, Carl-Legien-Straße",9.420742,53.793964,0.0
2933,"Glückstadt, Dänenkamp",9.435976,53.790854,0.0
2934,"Glückstadt, Der Keil",9.438167,53.778393,0.0
2935,"Glückstadt, Detlefsengymnasium",9.434955,53.791918,0.0
2936,"Glückstadt, Elbschule",9.422737,53.797685,0.0
2937,"Glückstadt, Elsterweg",9.436588,53.784069,0.0
2938,"Glückstadt, Flensburger Straße",9.416536,53.801337,0.0
2939,"Glückstadt, Fritz-Lau-Platz",9.419125,53.793062,0.0
2940,"Glückstadt, Glückstädter Werkstätten",9.430573,53.780407,0.0
2941,"Glückstadt, Gorch-Fock-Straße",9.418663,53.795453,0.0
2942,"Glückstadt, Grenzritt",9.409253,53.801524,0.0
2943,"Glückstadt, Grillchaussee 40",9.439402,53.789153,0.0
2944,"Glückstadt, Herrenfeld",9.43713,53.773429,0.0
2945,"Glückstadt, Hinterm Hofe",9.434755,53.775567,0.0
2946,"Glückstadt, Im Lübschen Recht",9.434957,53.789205,0.0
2947,"Glückstadt, Im Pling",9.413005,53.797252,0.0
2948,"Glückstadt, Janssenweg",9.420324,53.791638,0.0
2949,"Glückstadt, Kimming",9.40901,53.803088,0.0
2950,"Glückstadt, Königsberger Straße",9.424647,53.800473,0.0
2951,"Glückstadt, Königsberger Straße (stillgelegt)",9.420823,53.80205,0.0
2952,"Glückstadt, Königskoppel",9.415405,53.795932,0.0
2953,"Glückstadt, Krankenhaus",9.431196,53.790836,0.0
2954,"Glückstadt, Marienburger Straße",9.428537,53.803882,0.0
2955,"Glückstadt, Nordmarkstraße (West)",9.427589,53.783796,0.0
2956,"Glückstadt, Reichenberger Straße",9.428465,53.802741,0.0
2957,"Glückstadt, Reichenberger Straße (aufgelöst)",9.427945,53.802357,0.0
2958,"Glückstadt, Reichenstraße",9.422176,53.785648,0.0
2959,"Glückstadt, Rhinstraße",9.429524,53.786116,0.0
2960,"Glückstadt, Schmiedestraße",9.435699,53.77586,0.0
2961,"Glückstadt, Schwanenstraße",9.442708,53.783228,0.0
2962,"Glückstadt, Sperforkenweg",9.416015,53.803881,0.0
2963,"Glückstadt, Sperrwerk",9.416062,53.785687,0.0
2964,"Glückstadt, St. Marien Kirche",9.422232,53.795773,0.0
2965,"Glückstadt, Stadtstraße (Mitte)",9.432403,53.779843,0.0
2966,"Glückstadt, Stettiner Straße",9.418427,53.800701,0.0
2967,"Glückstadt, Temmingstraße",9.432493,53.778261,0.0
2968,"Glückstadt, Von-Drathen-Weg",9.432483,53.794973,0.0
2969,"Glückstadt, Wanda-Oesau-Straße",9.412979,53.794647,0.0
2970,"Glückstadt, Wiebeke-Kruse-Straße",9.436746,53.797788,0.0
2971,Gluckstraße,10.038945,53.572054,0.125
2972,"Glüsing, Bergstraße",10.508573,53.3789,0.0
2973,"Glüsing, Berliner Straße",10.516686,53.37629,0.0
2974,Glüsingen (LK Harburg),10.016595,53.408655,0.0
2975,"Glüsingen, Triftweg",10.019613,53.410364,0.0
2976,Glüsingen-Lohe,10.004559,53.402027,0.0
2977,"Gnissau, Abzweigung Strenglin",10.474448,53.99438,0.0
2978,"Gnissau, Eiche",10.48251,53.999384,0.0
2979,"Gnissau, Otternbergskamp",10.483587,54.002633,0.0
2980,"Gnissau, Segeberger Straße",10.482039,53.997279,0.0
2981,"Göddingen, Am Fischteich",10.764497,53.253504,0.0
2982,"Göddingen, Wöppenberg",10.761018,53.256719,0.0
2983,Godeffroystraße,9.81864,53.560458,0.0
2984,"Gödenstorf, Bahnhofstraße 3",10.129706,53.229017,0.0
2985,"Gödenstorf, Bornbruchweg",10.128527,53.228615,0.0
2986,"Gödenstorf, Buchenberg",10.121131,53.228658,0.0
2987,Goebenstraße,9.961995,53.577738,0.25
2988,Goerdelerstraße,10.210924,53.501453,0.0
2989,Goethestraße,9.94009,53.55199,0.125
2990,Goetjensorter Deich,10.048162,53.490619,0.0
2991,Göhlbachtal,9.954691,53.453268,0.0
2992,Göhrde,10.851123,53.16775,0.0
2993,"Gokels, Nord",9.466299,54.11456,0.0
2994,"Gokels, Ohrsee",9.469037,54.10242,0.0
2995,"Gokels, Süd",9.470439,54.110105,0.0
2996,"Goldbeck, Nindorfer Straße",9.631752,53.407818,0.0
2997,"Goldbeck, Sauensieker Straße",9.628623,53.404663,0.0
2998,Goldbekplatz,10.009767,53.583553,0.0
2999,"Goldenbek, Neukoppeler Straße",10.491569,53.938801,0.0
3000,"Goldenbek, Pronstorfer Straße",10.482726,53.947114,0.0
3001,"Goldenbek, Schule",10.490035,53.939359,0.0
3002,Goldene Wiege (Jahnhöhe),9.935158,53.458355,0.0
3003,Göldenitz,10.631041,53.722462,0.0
3004,Goldensee,10.922604,53.688131,0.0
3005,Goldröschenweg,10.068513,53.651421,0.0
3006,Göls,10.366486,53.992063,0.0
3007,"Gönnebek, Dörpplatz",10.178404,54.049222,0.0
3008,"Gönnebek, Fiendsmoor",10.197521,54.054586,0.0
3009,"Gönnebek, Gärtnersiedlung",10.198735,54.048985,0.0
3010,"Gönnebek, Kroogredder",10.187982,54.034941,0.0
3011,"Gönnebek, Neen Kamp",10.18179,54.044256,0.0
3012,Gorch-Fock-Schule,9.801845,53.562962,0.0
3013,Goseburg,10.104381,53.471647,0.0
3014,Gosewerder,11.08407,53.153368,0.0
3015,Gothaer Weg,10.110849,53.54277,0.0
3016,Götkensweg,10.02683,53.671904,0.0
3017,Göttin,10.703335,53.531733,0.0
3018,Gottschalkring,9.966263,53.449751,0.0
3019,Gottschalkweg,9.943343,53.635725,0.0
3020,Götzberg,10.041922,53.793389,0.0
3021,"Götzdorf, Götzdorfer Straße 125",9.463643,53.634558,0.0
3022,"Götzdorf, Götzdorfer Straße 169",9.470275,53.636841,0.0
3023,"Götzdorf, Götzdorfer Straße 221",9.476979,53.637434,0.0
3024,"Götzdorf, Schneedeich",9.47896,53.63748,0.0
3025,"Grabau (Oldesloe), Alte Schäferei",10.257099,53.80571,0.0
3026,"Grabau (Oldesloe), Dorfstraße",10.274274,53.803929,0.0
3027,"Grabau (Oldesloe), Lindenallee",10.274119,53.80332,0.0
3028,"Grabau (RZ), Dorfstraße 45",10.524589,53.514468,0.0
3029,"Grabau (RZ), Gewerbepark",10.503481,53.520818,0.0
3030,"Grabau (RZ), Grover Weg",10.516018,53.513004,0.0
3031,"Grabau (RZ), Vor den Höfen",10.50294,53.521311,0.0
3032,Grachtenplatz,10.176666,53.482889,0.0
3033,Graf-Anton-Weg,9.944259,53.627206,0.0
3034,Graf-Johann-Weg,9.919271,53.627943,0.125
3035,Graf-Otto-Weg,9.912483,53.64529,0.0
3036,Graf-Otto-Weg (West),9.908682,53.644422,0.0
3037,"Grambek, Am Brink",10.681908,53.571809,0.0
3038,"Grambek, Ringstraße",10.680279,53.574896,0.0
3039,"Grande, Billeweg",10.394545,53.589767,0.0
3040,"Grande, Lauenburger Straße",10.388582,53.579736,0.0
3041,"Grande, Möllner Landstraße",10.387744,53.58042,0.0
3042,"Grande, Tannenweg",10.390783,53.582388,0.0
3043,Granderheide (Ost),10.37629,53.596394,0.0
3044,Granderheide (West),10.367577,53.591812,0.0
3045,Grandkoppel,10.19107,53.503935,0.0
3046,Grandkoppel (West),10.186398,53.505554,0.0
3047,Grandkoppelstieg,10.191899,53.506101,0.0
3048,Grandweg,9.959579,53.594399,0.0
3049,Grandweg (Süd),9.967584,53.585834,0.0
3050,"Gräpel, Abzweig Hude",9.1981,53.559756,0.0
3051,"Gräpel, Am Friedhof",9.175155,53.569038,0.0
3052,"Gräpel, Dorfstraße",9.180995,53.565148,0.0
3053,"Gräpel, Heideweg",9.181031,53.569981,0.0
3054,"Gräpel, Schönau",9.171571,53.582224,0.0
3055,"Gräpel, Vorm Dorf",9.18173,53.567554,0.0
3056,Grashofweg,10.232525,53.453787,0.0
3057,Grauel,9.673341,54.071513,0.0
3058,"Grauen, Am Kinderspielplatz",9.74713,53.40247,0.0
3059,"Grauen, Ortsmitte",9.746979,53.40416,0.0
3060,Graumannsweg,10.016361,53.561968,0.0
3061,"Grefenmoor, Abzweig Hammah",9.369796,53.593419,0.0
3062,"Grefenmoor, Grefenmoor 1",9.381873,53.594558,0.0
3063,"Grefenmoor, Mühle",9.37894,53.59251,0.0
3064,Greifenberger Straße,10.135558,53.617037,0.0
3065,Greifenberger Straße (Ost),10.14483,53.618458,0.0
3066,Grelckstraße,9.953537,53.602426,0.0
3067,Grellkamp,9.996509,53.648323,0.0
3068,Grenzacker,9.89291,53.620101,0.0
3069,Grenzkehre,9.984478,53.416625,0.0
3070,Grevelau 39,10.176538,53.355742,0.0
3071,Grevelau 86,10.184652,53.356947,0.0
3072,"Grevenkop, Am Rundhof",9.498011,53.836012,0.0
3073,"Grevenkop, Feuerwehr",9.536336,53.842019,0.0
3074,"Grevenkop, Grevenkoper Riep",9.51636,53.842161,0.0
3075,"Grevenkop, Haupstraße 18",9.543567,53.841924,0.0
3076,Grevenweg,10.043423,53.550998,0.0
3077,"Gribbohm, An der Bundesstraße",9.328658,54.018011,0.0
3078,"Gribbohm, Fasanenweg",9.348877,54.025726,0.0
3079,"Gribbohm, Langenklinter Weg",9.347273,54.029252,0.0
3080,"Gribbohm, Niewisch",9.35241,54.024979,0.0
3081,Griegstraße,9.909813,53.554399,0.125
3082,"Griemshorst, Abzweig Weißenfelde",9.529814,53.423401,0.0
3083,"Griemshorst, Auebrücke",9.513206,53.425828,0.0
3084,"Griemshorst, Kammerbuscherweg",9.535795,53.419376,0.0
3085,Griesstraße,10.047144,53.562368,0.125
